date,route_id,direction,boarding_count,alighting_count,vehicle_type,trip_duration_min,weather,temperature_c,is_holiday
2024-04-01,R205,Inbound,408.0,748.0,Standard Bus,74.4,Rain,18.6,0
2024-07-04,R301,Inbound,680.0,95.0,Minibus,64.4,Rain,24.5,true
2024-05-16,R301,INBOUND,448.0,512.0,Articulated Bus,58.8,Rain,40.3,No
2024-01-10,R105,Inbound,541.0,560.0,Minibus,35.5,Overcast,,0
2024-10-19,R105,Inbound,710.0,348.0,Articulated Bus,59.6,Snow,15.7,0
2024-08-31,R302,Outbound,538.0,297.0,Articulated Bus,87.0,Snow,-2.6,false
05/25/2024,R207,Inbound,591.0,629.0,Minibus,88.2,Clear,21.8,No
2024-09-02,R105,Outbound,412.0,221.0,Articulated Bus,34.5,Clear,36.7,true
2024-12-02,R207,Out,659.0,205.0,Standard Bus,40.5,Snow,34.4,false
2024-07-22,R104,Inbound,545.0,529.0,Minibus,19.9,Rain,18.1,false
2024-10-21,R205,Outbound,598.0,79.0,Standard Bus,,Snow,21.1,false
2024-06-16,R101,Inbound,319.0,57.0,Minibus,72.4,Rain,31.3,No
2024-03-01,R205,Outbound,181.0,466.0,Minibus,71.6,Overcast,10.4,False
2024-10-06,R206,Outbound,175.0,531.0,Standard Bus,25.7,Overcast,18.1,False
10/01/2024,R105,Inbound,33.0,647.0,Articulated Bus,86.9,Rain,6.0,No
2024-07-06,R205,Inbound,92.0,263.0,Articulated Bus,51.1,Clear,24.2,No
2024-07-26,R101,Outbound,508.0,79.0,Minibus,41.6,Snow,2.3,0
2024-08-20,R205,Inbound,251.0,298.0,Minibus,62.8,Rain,22.6,0
2024-10-06,R206,Outbound,737.0,724.0,Articulated Bus,66.3,Rain,36.5,0
2024-02-15,R207,Inbound,268.0,332.0,Articulated Bus,69.8,Rain,7.1,false
2024-12-31,R103,Outbound,499.0,328.0,Standard Bus,71.9,Clear,-14.2,0
2024-01-04,R205,Inbound,287.0,433.0,Minibus,420.5,Snow,-10.2,False
2024-06-06,R103,Outbound,201.0,100.0,Minibus,18.9,Rain,-8.5,False
2024-07-26,R206,Inbound,100.0,565.0,Standard Bus,45.4,Clear,-5.4,false
2024-11-26,R302,Outbound,441.0,334.0,Standard Bus,76.0,Overcast,38.6,false
2024-05-09,R207,Outbound,,281.0,Standard Bus,63.6,Snow,40.2,false
2024-11-19,R302,Outbound,183.0,,Standard Bus,46.2,Clear,5.3,0
2024-03-20,R301,Outbound,26.0,328.0,Minibus,53.1,Snow,8.9,False
2024-02-24,R103,Outbound,203.0,415.0,Standard Bus,51.9,Overcast,-0.3,false
2024-06-13,R101,Inbound,478.0,294.0,Minibus,24.6,Clear,-9.1,0
2024-10-19,R205,Out,298.0,418.0,Standard Bus,32.3,Snow,-8.9,false
2024-10-11,R208,Outbound,751.0,544.0,Minibus,64.1,Overcast,34.7,0
2024-02-10,R105,Inbound,416.0,713.0,Minibus,22.5,Snow,-12.0,0
2024-10-15,R206,Outbound,605.0,451.0,Standard Bus,76.1,Clear,29.3,false
2024-01-12,R301,Outbound,709.0,332.0,Minibus,73.8,Rain,19.9,False
2024-03-16,R207,Inbound,,503.0,Minibus,56.5,Clear,15.9,False
2024-01-04,R207,Inbound,,556.0,Standard Bus,-12.3,Snow,12.4,False
08/29/2024,R301,Inbound,599.0,740.0,Standard Bus,35.8,Snow,,False
2024-03-29,R207,Inbound,468.0,315.0,Articulated Bus,58.7,Snow,-0.6,0
07-Oct-2024,R101,Inbound,772.0,520.0,Articulated Bus,73.5,Clear,5.0,false
2024-02-14,R206,Outbound,266.0,,Standard Bus,57.3,Clear,22.8,false
2024-12-21,R205,Outbound,47.0,728.0,Articulated Bus,57.3,Snow,32.9,No
2024-11-02,R302,Inbound,121.0,699.0,Standard Bus,73.5,Overcast,23.4,False
06/10/2024,R205,Inbound,754.0,103.0,Articulated Bus,26.4,Rain,3.7,0
2024-05-11,R208,Outbound,356.0,520.0,Standard Bus,85.2,Rain,38.6,false
2024-07-22,R104,Inbound,448.0,156.0,Standard Bus,37.3,Overcast,33.6,No
2024-05-20,R208,Inbound,,512.0,Articulated Bus,34.6,Snow,1.9,No
2024-05-19,R206,Outbound,462.0,342.0,Articulated Bus,22.8,Rain,30.6,No
2024-10-25,R101,Inbound,355.0,252.0,Articulated Bus,28.1,Clear,13.6,False
2024-01-10,R302,Inbound,,226.0,Minibus,75.6,Overcast,27.0,False
2024-08-15,R103,Outbound,52.0,702.0,Standard Bus,22.0,Clear,6.0,false
2024-09-18,R206,Inbound,701.0,459.0,Standard Bus,,Snow,0.4,No
2024-05-03,R105,Outbound,116.0,24.0,Minibus,84.8,Clear,-0.6,False
2024-08-25,R205,Outbound,25.0,302.0,Minibus,47.5,Rain,-0.8,False
2024-05-03,R105,Outbound,687.0,287.0,standard bus,64.0,Rain,,false
2024-12-10,R102,Outbound,165.0,690.0,Articulated Bus,26.2,Clear,9.2,false
2024-12-27,R101,Inbound,184.0,502.0,Standard Bus,999.0,Snow,34.1,false
2024-03-26,R206,Inbound,,446.0,Minibus,,Snow,31.7,False
2024-04-30,R103,Outbound,268.0,619.0,Minibus,56.0,Rain,-9.8,False
09/02/2024,R105,Outbound,211.0,370.0,Standard Bus,24.0,Clear,3.7,True
2024-05-01,R104,Outbound,678.0,151.0,Minibus,,Snow,2.9,0
2024-07-27,R103,Outbound,,487.0,Standard Bus,,Rain,33.9,False
2024-02-12,R302,Outbound,351.0,598.0,Minibus,83.1,Overcast,25.7,False
11-Nov-2024,R105,Outbound,280.0,529.0,Articulated Bus,89.4,Rain,-9.3,true
2024-04-30,R205,Outbound,140.0,,Minibus,80.6,Rain,5.1,False
11/30/2024,R104,Outbound,563.0,460.0,Articulated Bus,49.0,Clear,31.8,false
2024-11-21,R301,Outbound,464.0,439.0,Standard Bus,-5.0,Snow,26.0,No
2024-08-27,R103,Out,159.0,560.0,Articulated Bus,19.2,Clear,12.7,false
2024-01-02,R301,Outbound,250.0,467.0,Standard Bus,48.8,Snow,-0.5,False
2024-04-07,R208,Outbound,679.0,203.0,Minibus,20.6,Overcast,-8.6,false
30-Apr-2024,R205,Outbound,680.0,118.0,std bus,24.6,Clear,10.2,False
2024-05-15,R105,Inbound,665.0,722.0,Articulated Bus,-12.3,Rain,16.1,No
2024-07-29,R102,Outbound,220.0,674.0,Standard Bus,32.0,Rain,32.7,No
2024-02-12,R302,Outbound,734.0,587.0,Articulated Bus,31.5,Overcast,37.7,No
2024-09-23,R205,Outbound,653.0,142.0,Minibus,46.4,Overcast,11.1,false
2024-03-13,R302,Inbound,493.0,482.0,Standard Bus,46.7,Rain,4.8,false
2024-06-03,R206,Inbound,521.0,127.0,Minibus,45.1,Snow,16.9,No
2024-09-11,R205,Outbound,761.0,483.0,Articulated Bus,15.1,Clear,-4.8,0
2024-06-06,R102,Outbound,435.0,513.0,Minibus,33.1,Snow,5.2,false
2024-02-14,R206,Outbound,,637.0,Minibus,69.5,Snow,18.8,false
2024-02-02,R207,Outbound,705.0,166.0,Standard Bus,32.3,Clear,-1.1,0
2024-10-08,R104,Outbound,233.0,180.0,Minibus,62.8,Clear,30.7,No
2024-09-29,R208,Inbound,367.0,554.0,Articulated Bus,32.6,Clear,,False
2024-09-18,R102,Outbound,356.0,495.0,Minibus,56.6,Snow,,False
2024-09-26,R208,Inbound,169.0,146.0,Minibus,-1.0,Rain,8.4,No
04/05/2024,R104,Outbound,449.0,299.0,Minibus,,Clear,-9.2,0
2024-09-27,R104,Outbound,575.0,327.0,Articulated Bus,86.6,Snow,19.8,false
2024-05-15,R301,Outbound,,265.0,Standard Bus,76.8,Snow,36.2,0
2024-06-07,R206,Outbound,202.0,,Standard Bus,47.6,Snow,-9.9,false
2024-10-21,R105,Inbound,402.0,547.0,Standard Bus,87.5,Clear,16.8,No
2024-09-08,R207,Outbound,180.0,474.0,Articulated Bus,73.7,Overcast,25.4,0
2024-02-11,R102,Outbound,105.0,570.0,Standard Bus,78.9,Clear,-12.7,No
2024-11-06,R301,Outbound,500.0,467.0,Articulated Bus,32.3,Rain,13.5,False
2024-12-29,R205,Outbound,91.0,686.0,Standard Bus,36.0,Snow,-7.5,false
2024-01-10,R104,Inbnd,496.0,300.0,Minibus,77.7,Rain,18.5,False
2024-09-08,R102,Inbound,483.0,363.0,Standard Bus,79.4,Rain,3.6,No
12/26/2024,R102,Inbound,489.0,,Standard Bus,56.8,Overcast,18.4,false
2024-11-18,R102,Outbound,173.0,566.0,Minibus,45.1,Overcast,28.5,False
2024-03-07,R302,Outbound,469.0,261.0,Standard Bus,,Clear,33.7,false
2024-03-08,R208,Inbound,792.0,68.0,Standard Bus,87.7,Clear,35.4,false
2024-01-13,R206,Outbound,412.0,613.0,Minibus,25.1,Overcast,-8.4,No
2024-07-22,R101,Inbound,419.0,519.0,Articulated Bus,57.4,Clear,40.8,No
2024-08-25,R302,Inbound,170.0,398.0,Articulated Bus,25.0,Clear,-6.8,0
2024-01-31,R105,Inbound,451.0,501.0,Articulated Bus,44.5,Snow,-1.5,0
01/22/2024,R301,Outbound,664.0,728.0,Standard Bus,85.7,Rain,27.6,No
2024-05-18,R104,Inbound,284.0,626.0,Minibus,53.5,Clear,1.0,False
2024-10-31,R104,Inbound,362.0,159.0,Standard Bus,48.1,Overcast,41.1,0
2024-08-12,R101,In,618.0,156.0,Standard Bus,24.6,Clear,-7.8,0
2024-10-23,R104,inbound,301.0,,Standard Bus,24.2,Rain,10.8,False
2024-11-05,R301,Outbound,95.0,674.0,Articulated Bus,32.9,Clear,-2.2,False
2024-11-01,R105,Inbound,436.0,230.0,Minibus,48.1,Overcast,19.5,False
2024-03-23,R205,Outbound,402.0,82.0,Articulated Bus,71.8,Rain,14.6,0
2024-04-06,R103,Outbound,435.0,394.0,Standard Bus,81.1,Rain,26.7,false
2024-04-14,R103,Inbound,539.0,630.0,Standard Bus,38.5,Overcast,-1.2,0
2024-10-02,R301,Inbound,497.0,434.0,Standard Bus,,Rain,24.3,False
2024-02-22,R208,Outbound,459.0,218.0,Minibus,57.0,Clear,-9.0,False
2024-02-27,R205,Outbound,262.0,136.0,Articulated Bus,39.7,Rain,11.8,False
2024-05-23,R103,Inbound,418.0,421.0,Minibus,53.1,Clear,13.4,0
2024-05-18,R104,Outbound,237.0,441.0,Standard Bus,66.2,Clear,13.3,false
2024-05-28,R301,Outbound,,522.0,Minibus,23.0,Clear,10.5,false
2024-05-10,R205,Inbound,546.0,339.0,Minibus,32.7,Snow,25.7,false
2024-09-25,R206,Outbound,509.0,341.0,Minibus,66.3,Overcast,16.1,false
2024-12-28,R301,Inbound,752.0,337.0,Standard Bus,31.5,Overcast,5.0,No
2024-12-03,R105,Inbound,590.0,664.0,Minibus,88.4,Overcast,30.3,False
2024-01-10,R208,Inbound,454.0,710.0,Articulated Bus,76.4,Snow,4.2,0
2024-04-13,R101,Inbound,377.0,188.0,Minibus,85.3,Snow,5.1,false
30-Dec-2024,R208,Outbound,647.0,157.0,Minibus,83.3,Snow,14.1,false
2024-03-30,R206,Inbound,367.0,204.0,Standard Bus,,Overcast,12.2,False
2024-04-12,R102,Inbound,367.0,560.0,Minibus,54.4,Overcast,31.1,No
23-Jun-2024,R105,Inbound,350.0,473.0,Standard Bus,,Snow,19.3,False
2024-05-23,R105,Inbound,387.0,584.0,Minibus,42.3,Rain,38.5,false
2024-04-23,R206,Inbound,166.0,298.0,Standard Bus,64.8,Clear,32.7,No
2024-04-22,R103,Inbound,85.0,384.0,Minibus,39.9,Overcast,29.6,false
2024-05-16,R206,Inbound,189.0,,Minibus,39.7,Overcast,38.1,No
2024-03-28,R302,Inbound,528.0,287.0,Minibus,70.1,Snow,2.1,false
09-Jul-2024,R205,Outbound,368.0,239.0,Standard Bus,77.7,Overcast,39.8,0
2024-07-29,R205,Inbound,237.0,116.0,Minibus,58.4,Rain,,0
2024-03-11,R302,Inbound,368.0,22.0,Articulated Bus,17.0,Snow,-2.3,No
2024-04-02,R301,In,712.0,550.0,Articulated Bus,84.1,Overcast,20.1,false
2024-06-09,R301,Inbound,326.0,536.0,Standard Bus,37.8,Clear,41.0,False
2024-08-18,R301,Outbound,423.0,117.0,Minibus,86.3,Clear,2.1,No
2024-08-05,R208,Outbound,,301.0,Articulated Bus,64.4,Clear,7.5,False
11/30/2024,R101,Inbound,104.0,161.0,Articulated Bus,24.2,Overcast,35.0,No
2024-01-15,R207,Inbound,65.0,560.0,Articulated Bus,24.7,Overcast,3.8,true
2024-02-04,R301,Outbound,745.0,677.0,Articulated Bus,,Rain,-3.9,No
2024-04-06,R207,Inbound,798.0,421.0,Articulated Bus,24.2,Overcast,-1.6,False
2024-10-19,R302,Outbound,461.0,275.0,Minibus,56.2,Clear,32.3,False
2024-08-19,R301,Outbound,298.0,379.0,Minibus,76.3,Clear,-8.1,False
2024-07-18,R302,Outbnd,321.0,595.0,Articulated Bus,78.1,Clear,-4.4,False
2024-06-13,R207,Outbound,663.0,,Minibus,19.9,Clear,-2.0,False
2024-12-20,R208,Inbound,,64.0,Standard Bus,38.0,Snow,3.6,0
2024-10-08,R207,Inbound,688.0,,Minibus,28.5,Snow,40.3,False
2024-02-17,R102,Outbound,175.0,186.0,standard bus,83.7,Rain,9.6,No
25-Dec-2024,R301,Outbnd,648.0,528.0,Standard Bus,54.7,Clear,32.3,True
2024-02-19,R208,Outbound,762.0,159.0,Articulated Bus,44.3,Snow,40.3,true
2024-06-23,R205,Inbnd,728.0,537.0,Minibus,34.5,Snow,6.6,False
2024-05-05,R102,Inbound,348.0,493.0,Minibus,16.0,Clear,22.0,0
2024-01-05,R208,Outbound,580.0,154.0,Articulated Bus,87.2,Overcast,15.5,No
2024-09-15,R208,OUTBOUND,122.0,,Minibus,26.1,Overcast,19.0,False
2024-11-23,R205,Outbound,,489.0,Articulated Bus,70.3,Snow,10.8,false
2024-07-15,R104,Outbound,572.0,332.0,Minibus,22.3,Rain,8.1,0
2024-05-21,R102,Outbound,62.0,695.0,Standard Bus,,Rain,16.3,False
2024-01-07,R104,Inbound,368.0,161.0,Standard Bus,81.3,Snow,0.4,0
2024-05-15,R302,Outbound,460.0,478.0,Articulated Bus,49.8,Clear,-7.4,False
2024-02-24,R103,Outbound,421.0,457.0,Minibus,77.2,Snow,-12.9,No
2024-09-30,R207,Outbound,362.0,324.0,Minibus,19.4,Clear,21.1,No
2024-06-18,R102,Inbound,293.0,334.0,Standard Bus,44.7,Overcast,40.6,0
2024-01-11,R207,Outbound,166.0,132.0,Articulated Bus,31.5,Clear,39.7,false
2024-09-12,R208,Outbound,353.0,656.0,Standard Bus,24.2,Clear,-1.8,false
2024-11-18,R302,Inbound,648.0,524.0,Standard Bus,26.3,Overcast,3.5,False
07/20/2024,R104,Inbound,394.0,25.0,Standard Bus,57.3,Snow,30.8,false
2024-08-14,R205,Outbound,,492.0,Minibus,52.4,Clear,1.9,false
2024-04-01,R102,Outbound,561.0,288.0,Articulated Bus,36.2,Clear,7.8,No
2024-08-26,R208,Inbound,597.0,349.0,Minibus,82.6,Clear,9.0,0
2024-11-25,R205,Outbound,566.0,,Articulated Bus,33.6,Rain,4.8,false
2024-10-24,R208,Outbound,120.0,321.0,Minibus,30.4,Rain,30.5,false
2024-04-16,R205,Outbound,571.0,40.0,Minibus,47.6,Snow,14.9,0
06/26/2024,R207,Inbound,170.0,125.0,Standard Bus,70.4,Snow,-14.2,false
2024-08-23,R205,Inbound,702.0,309.0,Standard Bus,27.3,Rain,0.8,False
2024-05-02,R104,Inbound,379.0,714.0,Standard Bus,61.3,Snow,34.2,False
2024-11-16,R205,Outbound,593.0,681.0,Articulated Bus,68.4,Clear,-4.0,No
2024-03-30,R104,Outbound,761.0,145.0,Minibus,21.3,Clear,41.1,False
21-Aug-2024,R104,Outbound,24.0,480.0,Articulated Bus,35.9,Overcast,-4.9,False
2024-11-29,R208,Inbound,665.0,361.0,Standard Bus,67.1,Rain,17.3,false
2024-04-22,R102,Inbound,309.0,454.0,Articulated Bus,27.4,Snow,21.8,No
2024-06-16,R101,Outbound,597.0,89.0,Articulated Bus,31.0,Overcast,-7.2,false
2024-11-20,R103,Inbnd,,112.0,Minibus,44.7,Snow,39.4,0
2024-05-05,R208,Inbound,756.0,141.0,Minibus,65.4,Snow,-1.3,No
2024-09-22,R101,Inbound,723.0,33.0,Articulated Bus,48.0,Overcast,-6.6,false
2024-09-06,R104,Inbound,543.0,289.0,Articulated Bus,38.6,Snow,31.0,0
2024-02-06,R207,Outbound,146.0,118.0,Standard Bus,75.3,Snow,14.0,false
2024-02-16,R301,Outbound,141.0,558.0,Minibus,38.8,Rain,35.1,No
2024-10-01,R104,Outbound,580.0,656.0,Articulated Bus,65.2,Clear,-11.0,0
10/21/2024,R102,Outbound,696.0,63.0,Minibus,63.5,Clear,11.1,False
2024-08-04,R101,Outbound,632.0,169.0,Articulated Bus,17.2,Snow,12.4,0
2024-06-23,R205,Inbound,304.0,714.0,Standard Bus,67.8,Overcast,36.9,False
2024-08-19,R101,In,775.0,708.0,Minibus,,Overcast,-8.1,False
2024-09-02,R102,Outbound,656.0,27.0,standard bus,19.7,Rain,-3.0,1
2024-09-16,R207,Inbound,478.0,713.0,Minibus,,Rain,8.1,No
2024-04-28,R302,Inbound,276.0,584.0,Articulated Bus,82.1,Clear,-1.9,false
2024-09-28,R104,Outbound,627.0,673.0,Standard Bus,67.6,Clear,-3.9,false
2024-11-19,R205,Outbound,662.0,251.0,Minibus,45.5,Snow,36.5,0
05/01/2024,R208,Outbound,637.0,428.0,Standard Bus,,Clear,0.7,No
05/18/2024,R105,Outbound,,426.0,Articulated Bus,32.6,Clear,2.3,No
28-Nov-2024,R103,Inbound,791.0,629.0,Articulated Bus,32.2,Rain,-1.7,Yes
2024-03-20,R105,Inbound,509.0,433.0,MINIBUS,,Rain,24.7,0
2024-03-04,R301,Outbound,577.0,571.0,Standard Bus,44.6,Snow,9.0,0
2024-11-17,R104,Outbound,627.0,471.0,Minibus,38.1,Overcast,17.7,false
2024-01-01,R105,Outbound,377.0,742.0,Minibus,22.6,Overcast,-5.5,Yes
2024-11-30,R101,Inbound,181.0,394.0,Articulated Bus,68.0,Overcast,-12.1,False
2024-04-08,R104,Outbound,791.0,491.0,Standard Bus,87.7,Overcast,29.2,False
2024-11-11,R205,Inbound,362.0,445.0,Articulated Bus,21.2,Clear,36.9,1
2024-04-26,R104,Outbound,755.0,662.0,Minibus,80.8,Overcast,7.2,No
2024-12-26,R105,Inbound,103.0,379.0,Minibus,28.8,Overcast,-11.8,False
2024-05-04,R104,Inbound,380.0,598.0,Standard Bus,62.6,Rain,-11.0,False
2024-12-29,R206,Outbound,181.0,593.0,Minibus,18.8,Snow,-1.7,False
2024-02-09,R101,inbound,404.0,186.0,Articulated Bus,-5.0,Clear,21.1,false
2024-02-17,R208,Outbound,336.0,395.0,Minibus,43.0,Overcast,-0.4,false
2024-09-01,R102,Inbound,767.0,609.0,Articulated Bus,43.4,Clear,4.2,false
2024-04-17,R101,Inbound,163.0,30.0,Standard Bus,30.1,Rain,38.3,0
2024-05-05,R103,Inbound,129.0,206.0,Standard Bus,37.5,Overcast,-1.7,false
2024-05-06,R104,Inbound,32.0,508.0,Articulated Bus,31.6,Clear,26.8,0
2024-04-03,R207,Inbound,133.0,213.0,Standard Bus,46.0,Overcast,-3.6,0
2024-12-05,R105,Outbound,426.0,522.0,Minibus,79.3,Rain,24.0,0
09/07/2024,R205,Inbound,605.0,718.0,Articulated Bus,83.2,Clear,31.7,0
06/12/2024,R103,Inbound,380.0,502.0,Articulated Bus,44.5,Rain,-7.1,false
2024-07-26,R206,Inbound,352.0,311.0,Articulated Bus,39.8,Clear,-0.8,False
2024-10-26,R102,Outbound,601.0,709.0,Standard Bus,43.1,Clear,1.3,0
2024-06-09,R102,Inbound,337.0,37.0,Minibus,83.0,Clear,-4.1,0
2024-02-22,R112,Outbound,405.0,401.0,Minibus,37.6,Clear,,No
20-Jul-2024,R104,Outbound,490.0,133.0,Standard Bus,35.1,Snow,20.6,false
10/22/2024,R301,Inbound,63.0,112.0,Articulated Bus,31.2,Rain,4.2,0
11/26/2024,R302,Outbound,105.0,711.0,Minibus,40.6,Snow,-9.8,0
2024-07-21,R207,Inbound,119.0,558.0,MINIBUS,44.0,Clear,36.7,0
2024-12-08,R102,Out,243.0,17.0,Standard Bus,68.2,Overcast,-9.0,0
2024-05-02,R207,Outbound,152.0,663.0,Articulated Bus,86.6,Overcast,34.8,No
2024-03-11,R101,Outbound,627.0,,Articulated Bus,66.3,Rain,20.1,No
2024-02-08,R102,Inbound,222.0,80.0,Articulated Bus,62.3,Clear,32.2,False
2024-07-20,R206,Inbound,468.0,194.0,Standard Bus,36.0,Clear,38.7,No
2024-03-27,R103,Inbound,436.0,322.0,Minibus,84.6,Clear,41.8,0
2024-09-30,R105,Inbound,160.0,681.0,Standard Bus,63.3,Snow,-4.6,No
2024-07-05,R101,Outbound,374.0,573.0,Minibus,80.2,Overcast,,False
2024-01-05,R103,Inbound,97.0,616.0,Standard Bus,21.3,Snow,23.9,False
2024-05-29,R301,Outbound,405.0,76.0,Standard Bus,46.4,Overcast,14.3,No
2024-04-19,R105,Outbound,383.0,621.0,Articulated Bus,76.5,Snow,32.1,No
2024-01-16,R301,Outbound,334.0,53.0,Minibus,83.6,Rain,0.1,False
2024-03-12,R207,Outbound,790.0,633.0,Standard Bus,16.8,Rain,,0
11/17/2024,R302,Inbound,535.0,561.0,Articulated Bus,72.6,Overcast,-12.5,0
2024-02-04,R205,Inbound,677.0,329.0,Minibus,15.3,Overcast,23.2,False
17-Oct-2024,R103,Outbound,206.0,512.0,Articulated Bus,50.4,Clear,6.6,No
2024-10-03,R104,Inbound,643.0,390.0,Minibus,17.9,Rain,0.5,No
2024-12-29,R105,Outbound,183.0,499.0,Minibus,62.6,Rain,30.5,0
2024-12-19,R302,Inbound,372.0,84.0,Articulated Bus,41.6,Overcast,-11.0,False
10/15/2024,R102,Inbound,412.0,727.0,Articulated Bus,33.3,Clear,40.1,No
2024-08-22,R207,Inbound,308.0,178.0,Minibus,60.5,Rain,-7.1,false
12/12/2024,R102,Inbound,681.0,303.0,Standard Bus,40.9,Clear,8.6,false
2024-02-23,R101,Outbound,527.0,304.0,Minibus,,Rain,30.8,false
2024-12-28,R104,Outbound,245.0,145.0,Minibus,81.0,Overcast,14.9,false
09-Nov-2024,R104,Inbound,398.0,694.0,Articulated Bus,40.6,Snow,-2.7,false
2024-05-18,R301,Inbound,688.0,205.0,Standard Bus,21.1,Rain,,No
2024-11-24,R206,Outbound,168.0,60.0,Standard Bus,,Overcast,37.4,0
2024-04-01,R205,Outbound,178.0,166.0,Articulated Bus,32.3,Snow,-8.1,false
2024-01-05,R301,Outbound,429.0,310.0,std bus,22.0,Rain,39.9,False
2024-10-11,R206,Outbound,,746.0,Articulated Bus,42.8,Rain,41.3,false
2024-05-11,R103,Outbound,660.0,536.0,Standard Bus,34.6,Rain,-14.5,No
2024-09-15,R208,Outbound,149.0,366.0,Minibus,51.3,Overcast,-8.0,No
2024-04-29,R102,inbound,746.0,,Minibus,50.6,Overcast,34.1,0
03/07/2024,R205,Inbound,522.0,630.0,Articulated Bus,32.2,Clear,15.9,No
2024-09-02,R104,Outbound,514.0,60.0,Minibus,73.1,Rain,-2.6,Yes
2024-03-19,R205,Outbound,376.0,227.0,Articulated Bus,75.6,Rain,-2.7,No
2024-03-11,R208,Inbound,620.0,56.0,Articulated Bus,62.3,Overcast,11.0,No
2024-11-23,R104,Inbound,187.0,702.0,Articulated Bus,38.8,Clear,0.2,No
2024-10-30,R301,Outbound,474.0,27.0,Minibus,46.2,Overcast,31.9,No
2024-06-16,R208,Outbound,31.0,344.0,Standard Bus,86.3,Rain,35.7,No
2024-07-10,R205,inbound,712.0,696.0,Standard Bus,72.8,Rain,31.0,False
02/18/2024,R101,Outbound,350.0,,Minibus,57.1,Rain,29.3,No
2024-03-13,R302,Outbound,572.0,162.0,Articulated Bus,59.9,Clear,20.5,No
2024-05-09,R206,Outbnd,748.0,518.0,Minibus,49.3,Snow,7.7,false
2024-05-15,R102,Outbound,687.0,506.0,Articulated Bus,,Snow,-3.8,No
2024-05-10,R208,Inbound,,550.0,Standard Bus,31.3,Clear,-7.1,0
2024-09-24,R206,Outbound,680.0,652.0,Standard Bus,78.1,Clear,26.5,False
2024-03-20,R102,Outbound,287.0,459.0,Articulated Bus,38.2,Rain,32.0,No
2024-05-15,R301,Outbound,119.0,672.0,Articulated Bus,35.1,Rain,37.0,false
09/04/2024,R302,Inbound,522.0,369.0,Minibus,19.6,Rain,-13.2,False
2024-07-02,R206,Inbound,477.0,244.0,Standard Bus,54.8,Snow,23.6,False
2024-07-13,R103,Outbound,71.0,,Minibus,77.1,Clear,-2.7,0
2024-12-08,R205,Outbound,665.0,745.0,Standard Bus,59.8,Rain,19.2,0
2024-12-06,R207,OUTBOUND,592.0,618.0,Minibus,53.9,Clear,40.8,0
2024-10-15,R102,Outbound,701.0,171.0,Articulated Bus,66.0,Overcast,2.1,No
2024-02-04,R205,Inbound,683.0,562.0,Minibus,16.0,Overcast,1.1,0
2024-08-13,R105,Outbound,690.0,583.0,Articulated Bus,87.4,Overcast,-12.1,0
2024-06-15,R105,Inbound,274.0,82.0,Standard Bus,77.9,Snow,31.1,false
2024-07-26,R205,Inbound,701.0,427.0,Articulated Bus,46.7,Overcast,25.9,False
2024-07-17,R207,Inbound,90.0,233.0,Minibus,61.1,Overcast,37.8,False
2024-11-23,R102,Outbound,79.0,664.0,Articulated Bus,34.2,Clear,5.3,False
2024-11-01,R301,Inbound,169.0,260.0,Articulated Bus,86.4,Snow,15.4,0
2024-08-25,R205,Inbound,633.0,31.0,Articulated Bus,83.0,Overcast,0.2,false
2024-08-28,R101,Inbound,588.0,83.0,Articulated Bus,20.1,Clear,29.7,False
2024-03-09,R301,Inbound,121.0,520.0,Minibus,47.1,Snow,-5.8,0
2024-06-27,R302,Inbound,358.0,621.0,Minibus,50.1,Snow,20.3,False
2024-03-21,R105,Inbound,377.0,542.0,Minibus,66.1,Rain,-8.6,0
2024-03-25,R206,Outbound,324.0,385.0,Minibus,87.9,Snow,19.7,False
2024-08-30,R301,Outbound,228.0,131.0,Standard Bus,17.5,Rain,18.0,0
2024-04-03,R103,Inbound,386.0,564.0,Minibus,33.0,Rain,23.3,false
11/12/2024,R206,Outbound,781.0,722.0,Minibus,89.2,Snow,12.5,No
2024-12-20,R103,In,80.0,143.0,Standard Bus,,Overcast,32.1,False
2024-05-10,R105,Inbound,103.0,420.0,Standard Bus,21.7,Snow,28.1,False
2024-09-30,R208,Inbound,251.0,482.0,Standard Bus,58.5,Overcast,-13.7,False
2024-07-30,R301,Outbound,733.0,172.0,Minibus,51.6,Snow,36.0,false
12/07/2024,R302,Inbound,241.0,170.0,Standard Bus,44.2,Clear,-1.3,0
2024-04-23,R206,Outbound,,210.0,Articulated Bus,28.0,Rain,28.9,false
2024-04-01,R205,Outbound,522.0,735.0,Standard Bus,32.4,Rain,34.5,False
2024-04-04,R205,Outbound,774.0,306.0,Articulated Bus,68.7,Rain,19.1,False
2024-07-21,R301,Inbound,307.0,302.0,Standard Bus,64.2,Snow,-7.7,No
2024-02-20,R104,Inbound,558.0,630.0,Articulated Bus,23.7,Rain,7.2,No
09/23/2024,R101,Outbound,500.0,33.0,Articulated Bus,,Rain,8.5,No
2024-09-25,R102,Outbound,45.0,449.0,Minibus,77.9,Clear,-3.3,False
2024-12-20,R102,Outbnd,241.0,342.0,Articulated Bus,80.3,Snow,1.5,False
2024-02-21,R301,In,47.0,696.0,Articulated Bus,84.3,Rain,-1.9,0
2024-06-17,R206,Outbound,472.0,51.0,Articulated Bus,81.2,Overcast,-4.2,False
